"","Id","date","TotalSteps","TotalDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","Light Sleep","Deep Sleep","REM Sleep","total_mets"
"302",6962181067,2016-04-30,10081,6.65999984741211,32,16,237,731,2002,422,2,0,22398
"303",6962181067,2016-05-01,5454,3.60999989509583,0,0,215,722,1740,411,12,3,19365
"304",6962181067,2016-05-02,12912,8.53999996185303,18,39,313,655,2162,393,10,2,24104
"305",6962181067,2016-05-03,12109,8.11999988555908,21,36,267,654,2072,388,16,4,23179
"306",6962181067,2016-05-04,10147,6.71000003814697,15,36,284,683,2086,390,10,1,23323
"307",6962181067,2016-05-05,10524,6.96000003814697,14,22,305,591,2066,449,19,2,23069
"308",6962181067,2016-05-06,5908,3.91000008583069,0,0,299,717,1850,416,8,0,20630
"309",6962181067,2016-05-07,6815,4.5,0,0,328,745,1947,298,25,11,21752
"310",6962181067,2016-05-08,4188,2.76999998092651,0,14,151,709,1659,510,20,6,18541
"311",6962181067,2016-05-09,12342,8.72000026702881,43,21,231,607,2105,465,2,0,23307
"312",6962181067,2016-05-10,15448,10.210000038147,62,34,275,626,2361,398,10,2,26196
"313",6962181067,2016-05-11,6722,4.44000005722046,24,7,199,709,1855,425,20,2,20613
"314",6962181067,2016-05-12,3587,2.36999988555908,0,8,105,127,928,465,14,2,10298
"315",7086361926,2016-04-12,11317,8.40999984741211,59,6,153,745,2772,410,4,2,24496
"316",7086361926,2016-04-13,5813,3.61999988555908,31,26,155,744,2516,398,7,0,22235
"317",7086361926,2016-04-14,9123,6.11999988555908,35,32,189,787,2734,396,1,0,24100
"318",7086361926,2016-04-15,8585,5.67000007629395,30,21,139,864,2395,377,8,1,21166
"319",7086361926,2016-04-19,10688,7.28999996185303,67,69,124,671,2944,401,4,0,26017
"320",7086361926,2016-04-20,14365,10.6400003433228,87,13,145,797,2997,394,4,0,26481
"321",7086361926,2016-04-21,9469,6.17999982833862,19,6,206,758,2463,390,14,7,21769
"322",7086361926,2016-04-22,9753,6.53000020980835,58,59,153,762,2846,402,6,0,25129
"323",7086361926,2016-04-24,3520,2.16000008583069,0,0,125,566,2049,681,23,0,18107
"324",7086361926,2016-04-25,10091,6.82000017166138,69,39,129,706,2752,401,1,0,24320
"325",7086361926,2016-04-26,10387,7.07000017166138,70,33,132,726,2781,396,9,0,24565
"326",7086361926,2016-04-27,11107,8.34000015258789,55,6,145,829,2693,400,5,0,23796
"327",7086361926,2016-04-28,11584,7.80000019073486,54,48,161,810,2862,354,9,4,25274
"328",7086361926,2016-04-30,14560,9.40999984741211,42,17,308,584,2995,485,2,2,26472
"329",7086361926,2016-05-01,12390,8.06999969482422,30,15,258,685,2730,388,12,7,24118
"330",7086361926,2016-05-02,10052,6.80999994277954,66,26,139,737,2754,405,9,0,24337
"331",7086361926,2016-05-03,10288,6.76000022888184,57,36,152,761,2754,400,3,0,24335
"332",7086361926,2016-05-04,10988,8.3100004196167,45,12,135,843,2655,392,13,0,23462
"333",7086361926,2016-05-06,12461,8.38000011444092,84,35,154,834,2924,322,10,1,25834
"334",7086361926,2016-05-07,12827,8.47999954223633,20,42,209,621,2739,530,17,1,24207
"335",7086361926,2016-05-08,10677,7.09999990463257,32,27,147,695,2534,481,20,9,22394
"336",7086361926,2016-05-09,13566,9.10999965667725,67,50,171,743,2960,399,10,0,26146
"337",7086361926,2016-05-11,9572,6.51999998092651,57,40,128,757,2735,395,10,1,24170
"338",7086361926,2016-05-12,3789,2.55999994277954,5,4,58,343,1199,399,7,0,8792
"339",8053475328,2016-04-20,15108,12.1899995803833,89,5,158,695,3043,486,4,3,24996
"340",8053475328,2016-04-23,22359,17.1900005340576,125,14,223,741,3554,331,1,5,29196
"341",8378563200,2016-04-12,7626,6.05000019073486,65,15,156,723,3635,247,6,2,24210
"342",8378563200,2016-04-14,13318,10.5600004196167,123,21,174,699,4163,235,17,3,27726
"343",8378563200,2016-04-15,14461,11.4700002670288,60,23,190,729,3666,349,13,3,24348
"344",8378563200,2016-04-16,11207,8.89000034332275,64,21,142,563,3363,425,47,6,22398
"345",8378563200,2016-04-17,2132,1.69000005722046,0,0,93,599,2572,409,16,3,17130
"346",8378563200,2016-04-18,13630,10.8100004196167,117,10,174,720,4157,244,16,0,27690
"347",8378563200,2016-04-19,13070,10.3599996566772,120,19,154,737,4092,250,9,3,27252
"348",8378563200,2016-04-20,9388,7.44000005722046,82,8,169,763,3787,247,14,0,25220
"349",8378563200,2016-04-21,15148,12.0100002288818,137,16,145,677,4236,247,10,3,28210
"350",8378563200,2016-04-21,15148,12.0100002288818,137,16,145,677,4236,202,2,1,28210
"351",8378563200,2016-04-22,12200,9.67000007629395,113,12,159,769,4044,239,21,4,26936
"352",8378563200,2016-04-23,5709,4.53000020980835,19,10,136,740,2908,448,14,6,19372
"353",8378563200,2016-04-24,3703,2.94000005722046,0,0,135,734,2741,398,21,6,18258
"354",8378563200,2016-04-25,12405,9.84000015258789,117,16,141,692,4005,201,16,0,26674
"355",8378563200,2016-04-25,12405,9.84000015258789,117,16,141,692,4005,253,3,0,26674
"356",8378563200,2016-04-25,12405,9.84000015258789,117,16,141,692,4005,201,16,0,26674
"357",8378563200,2016-04-25,12405,9.84000015258789,117,16,141,692,4005,253,3,0,26674
"358",8378563200,2016-04-26,16208,12.8500003814697,90,18,161,593,3763,349,15,3,25064
"359",8378563200,2016-04-27,7359,5.84000015258789,4,4,192,676,3061,368,20,1,20390
"360",8378563200,2016-04-28,5417,4.30000019073486,11,10,139,711,2884,352,24,5,19214
"361",8378563200,2016-04-29,6175,4.90000009536743,3,7,172,767,2982,361,10,3,19866
"362",8378563200,2016-04-30,2946,2.33999991416931,0,0,121,780,2660,360,62,16,17718
"363",8378563200,2016-05-01,11419,9.0600004196167,71,10,127,669,3369,401,30,7,22444
"364",8378563200,2016-05-02,6064,4.80999994277954,63,4,142,802,3491,244,17,0,23250
"365",8378563200,2016-05-03,8712,6.90999984741211,71,20,195,822,3784,243,15,3,25204
"366",8378563200,2016-05-04,7875,6.23999977111816,19,10,167,680,3110,383,19,4,20712
"367",8378563200,2016-05-05,8567,6.78999996185303,66,3,214,764,3783,240,17,2,25198
"368",8378563200,2016-05-06,7045,5.59000015258789,74,5,166,831,3644,214,7,0,24272
"369",8378563200,2016-05-07,4468,3.53999996185303,0,0,158,851,2799,231,20,10,18644
"370",8378563200,2016-05-08,2943,2.32999992370605,0,0,139,621,2685,505,32,8,17888
"371",8378563200,2016-05-09,8382,6.65000009536743,71,13,171,772,3721,237,21,6,24784
"372",8378563200,2016-05-10,6582,5.21999979019165,63,13,152,840,3586,229,14,0,23884
"373",8378563200,2016-05-11,9143,7.25,72,10,184,763,3788,249,10,0,25228
"374",8378563200,2016-05-12,4561,3.61999988555908,8,6,102,433,1976,361,31,3,10704
"375",8792009665,2016-04-12,2564,1.63999998569489,0,0,116,831,2044,458,32,3,17433
"376",8792009665,2016-04-13,1320,0.839999973773956,0,0,82,806,1934,531,18,3,16499
"377",8792009665,2016-04-14,1219,0.779999971389771,0,0,84,853,1963,486,17,0,16741
"378",8792009665,2016-04-15,2483,1.5900000333786,0,0,126,937,2009,363,13,1,17137
"379",8792009665,2016-04-20,3147,2.00999999046326,0,10,139,744,2188,528,15,4,18664
"380",8792009665,2016-04-22,4068,2.59999990463257,1,20,195,817,2419,391,12,4,20634
"381",8792009665,2016-04-23,5245,3.35999989509583,8,45,232,795,2748,339,20,1,23434
"382",8792009665,2016-04-27,1758,1.12999999523163,0,0,112,900,2067,423,5,0,17620
"383",8792009665,2016-04-28,6157,3.94000005722046,0,0,310,714,2780,402,11,3,23709
"384",8792009665,2016-04-29,8360,5.34999990463257,6,14,380,634,3101,398,6,2,26449
"385",8792009665,2016-04-30,7174,4.59000015258789,10,20,301,749,2896,343,15,2,24703
"386",8792009665,2016-05-01,1619,1.03999996185303,0,0,79,834,1962,503,24,0,16737
"387",8792009665,2016-05-02,1831,1.16999995708466,0,0,101,916,2015,415,8,0,17173
"388",8792009665,2016-05-03,2421,1.54999995231628,0,0,156,739,2297,516,27,2,19594
"389",8792009665,2016-05-04,2283,1.46000003814697,0,0,129,848,2067,439,22,2,17628
